sex,length_cm,l,m,s
2,101.30000,-0.38330,15.39790,0.09105
2,101.40000,-0.38330,15.42710,0.09107
2,101.50000,-0.38330,15.45640,0.09110
2,101.60000,-0.38330,15.48580,0.09113
2,101.70000,-0.38330,15.51540,0.09116
2,101.80000,-0.38330,15.54500,0.09119
2,101.90000,-0.38330,15.57470,0.09122
2,102.00000,-0.38330,15.60460,0.09125
2,102.10000,-0.38330,15.63450,0.09128
2,102.20000,-0.38330,15.66460,0.09131
2,102.30000,-0.38330,15.69470,0.09133
2,102.40000,-0.38330,15.72500,0.09136
2,102.50000,-0.38330,15.75530,0.09139
2,102.60000,-0.38330,15.78580,0.09142
2,102.70000,-0.38330,15.81640,0.09146
2,102.80000,-0.38330,15.84700,0.09149
2,102.90000,-0.38330,15.87780,0.09152
2,103.00000,-0.38330,15.90870,0.09155
2,103.10000,-0.38330,15.93960,0.09158
2,103.20000,-0.38330,15.97070,0.09161
2,103.30000,-0.38330,16.00190,0.09164
2,103.40000,-0.38330,16.03320,0.09167
2,103.50000,-0.38330,16.06450,0.09170
2,103.60000,-0.38330,16.09600,0.09173
2,103.70000,-0.38330,16.12760,0.09177
2,103.80000,-0.38330,16.15930,0.09180
2,103.90000,-0.38330,16.19100,0.09183
2,104.00000,-0.38330,16.22290,0.09186
2,104.10000,-0.38330,16.25490,0.09190
2,104.20000,-0.38330,16.28700,0.09193
2,104.30000,-0.38330,16.31910,0.09196
2,104.40000,-0.38330,16.35140,0.09199
2,104.50000,-0.38330,16.38370,0.09203
2,104.60000,-0.38330,16.41620,0.09206
2,104.70000,-0.38330,16.44880,0.09209
2,104.80000,-0.38330,16.48140,0.09213
2,104.90000,-0.38330,16.51420,0.09216
2,105.00000,-0.38330,16.54700,0.09219
2,105.10000,-0.38330,16.58000,0.09223
2,105.20000,-0.38330,16.61310,0.09226
2,105.30000,-0.38330,16.64620,0.09229
2,105.40000,-0.38330,16.67950,0.09233
2,105.50000,-0.38330,16.71290,0.09236
2,105.60000,-0.38330,16.74640,0.09240
2,105.70000,-0.38330,16.78000,0.09243
2,105.80000,-0.38330,16.81370,0.09247
2,105.90000,-0.38330,16.84750,0.09250
2,106.00000,-0.38330,16.88140,0.09254
2,106.10000,-0.38330,16.91540,0.09257
2,106.20000,-0.38330,16.94960,0.09261
2,106.30000,-0.38330,16.98380,0.09264
2,106.40000,-0.38330,17.01820,0.09268
2,106.50000,-0.38330,17.05270,0.09271
2,106.60000,-0.38330,17.08730,0.09275
2,106.70000,-0.38330,17.12200,0.09278
2,106.80000,-0.38330,17.15690,0.09282
2,106.90000,-0.38330,17.19180,0.09286
2,107.00000,-0.38330,17.22690,0.09289
2,107.10000,-0.38330,17.26200,0.09293
2,107.20000,-0.38330,17.29730,0.09296
2,107.30000,-0.38330,17.33270,0.09300
2,107.40000,-0.38330,17.36830,0.09304
2,107.50000,-0.38330,17.40390,0.09307
2,107.60000,-0.38330,17.43970,0.09311
2,107.70000,-0.38330,17.47550,0.09315
2,107.80000,-0.38330,17.51150,0.09318
2,107.90000,-0.38330,17.54760,0.09322
2,108.00000,-0.38330,17.58390,0.09326
2,108.10000,-0.38330,17.62020,0.09329
2,108.20000,-0.38330,17.65670,0.09333
2,108.30000,-0.38330,17.69320,0.09337
2,108.40000,-0.38330,17.72990,0.09341
2,108.50000,-0.38330,17.76680,0.09344
2,108.60000,-0.38330,17.80370,0.09348
2,108.70000,-0.38330,17.84070,0.09352
2,108.80000,-0.38330,17.87790,0.09356
2,108.90000,-0.38330,17.91520,0.09359
2,109.00000,-0.38330,17.95260,0.09363
2,109.10000,-0.38330,17.99010,0.09367
2,109.20000,-0.38330,18.02770,0.09371
2,109.30000,-0.38330,18.06540,0.09375
2,109.40000,-0.38330,18.10330,0.09378
2,109.50000,-0.38330,18.14120,0.09382
2,109.60000,-0.38330,18.17920,0.09386
2,109.70000,-0.38330,18.21740,0.09390
2,109.80000,-0.38330,18.25560,0.09394
2,109.90000,-0.38330,18.29400,0.09397
2,110.00000,-0.38330,18.33240,0.09401
